Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance,Field,Resistance
Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm,Oe,Ohm
,10 K,,50 K,,100 K,,150 K,,150 K,,160 K,,170 K,,180 K,,190 K,,200 K
-10000.189453125,-22.43127,-10000.265625,-33.71498,-10000.244140625,-48.2113,-10000.3212890625,-67.62354,-10000.3544921875,-67.3429,-10000.3544921875,-72.96444,-10000.123046875,-78.58228,-10000.123046875,-83.48347,-10000.4091796875,-89.68803,-10000.27734375,-92.62128
-10000.2001953125,-22.43476,-10000.244140625,-33.72263,-10000.244140625,-48.22351,-10000.3544921875,-67.63942,-10000.34375,-67.36195,-10000.34375,-72.96048,-10000.1787109375,-78.62935,-10000.123046875,-83.48847,-10000.4091796875,-89.71203,-10000.27734375,-92.69702
-10000.15625,-22.43885,-10000.22265625,-33.72556,-10000.265625,-48.24047,-10000.3544921875,-67.64017,-10000.33203125,-67.36919,-10000.3759765625,-73.00918,-10000.1669921875,-78.62758,-10000.123046875,-83.47285,-10000.4208984375,-89.68031,-10000.27734375,-92.73351
-9000.2822265625,-22.36357,-9000.337890625,-33.71486,-9000.3486328125,-48.2387,-9000.150390625,-67.75912,-9000.12890625,-67.41142,-9000.3154296875,-73.16158,-9000.37109375,-78.67284,-9000.1943359375,-83.89655,-9000.271484375,-90.01335,-9000.337890625,-92.83044
-9000.3271484375,-22.37031,-9000.3486328125,-33.72517,-9000.3271484375,-48.24989,-9000.095703125,-67.76962,-9000.18359375,-67.44937,-9000.337890625,-73.16758,-9000.4033203125,-78.71458,-9000.2275390625,-83.92141,-9000.3271484375,-90.0106,-9000.37109375,-92.96014
-9000.29296875,-22.37473,-9000.3818359375,-33.72942,-9000.337890625,-48.25996,-9000.1611328125,-67.783,-9000.12890625,-67.44931,-9000.29296875,-73.21331,-9000.359375,-78.76033,-9000.271484375,-83.94416,-9000.359375,-90.04945,-9000.3486328125,-92.99392
-9000.2822265625,-22.37987,-9000.359375,-33.73429,-9000.3154296875,-48.26906,-9000.12890625,-67.80373,-9000.1171875,-67.47456,-9000.3271484375,-73.19016,-9000.4033203125,-78.76853,-9000.171875,-83.95148,-9000.2822265625,-90.05067,-9000.37109375,-93.00055
-8000.18896484375,-22.4474,-8000.15576171875,-33.75861,-8000.365234375,-48.30901,-8000.353515625,-67.87598,-8000.18896484375,-67.58073,-8000.38720703125,-73.43994,-8000.33154296875,-79.13638,-8000.32080078125,-84.3061,-8000.14501953125,-90.57119,-8000.1669921875,-93.37334
-8000.21044921875,-22.45618,-8000.15576171875,-33.77272,-8000.39794921875,-48.32564,-8000.33154296875,-67.88819,-8000.21044921875,-67.59148,-8000.3759765625,-73.45406,-8000.33154296875,-79.15709,-8000.32080078125,-84.35746,-8000.14501953125,-90.58298,-8000.18896484375,-93.33958
-8000.21044921875,-22.45599,-8000.15576171875,-33.78115,-8000.38720703125,-48.32908,-8000.33154296875,-67.9178,-8000.21044921875,-67.59919,-8000.4091796875,-73.45882,-8000.32080078125,-79.15659,-8000.298828125,-84.40457,-8000.1337890625,-90.62113,-8000.19970703125,-93.33221
-8000.177734375,-22.46141,-8000.1337890625,-33.7885,-8000.3759765625,-48.33476,-8000.3427734375,-67.98012,-8000.21044921875,-67.57105,-8000.4306640625,-73.4755,-8000.3427734375,-79.14246,-8000.3095703125,-84.42756,-8000.14501953125,-90.63157,-8000.18896484375,-93.39398
-7000.4033203125,-22.43213,-7000.35888671875,-33.75119,-7000.30419921875,-48.30231,-7000.259765625,-67.95837,-7000.138671875,-67.69614,-7000.3701171875,-73.57297,-7000.30419921875,-79.37224,-7000.205078125,-84.77304,-7000.205078125,-91.1162,-7000.205078125,-93.54362
-7000.3916015625,-22.44142,-7000.34814453125,-33.76047,-7000.3369140625,-48.3118,-7000.259765625,-67.97649,-7000.16162109375,-67.69764,-7000.380859375,-73.60632,-7000.2822265625,-79.40318,-7000.22705078125,-84.79202,-7000.205078125,-91.13093,-7000.23779296875,-93.61289
-7000.4033203125,-22.44453,-7000.3369140625,-33.77724,-7000.30419921875,-48.31536,-7000.259765625,-67.97826,-7000.17236328125,-67.70747,-7000.380859375,-73.65625,-7000.2822265625,-79.41985,-7000.22705078125,-84.79493,-7000.205078125,-91.12386,-7000.22705078125,-93.59998
-7000.3701171875,-22.45139,-7000.326171875,-33.77547,-7000.326171875,-48.33249,-7000.2490234375,-67.98493,-7000.138671875,-67.75024,-7000.3916015625,-73.66454,-7000.259765625,-79.42238,-7000.23779296875,-84.78355,-7000.1943359375,-91.09969,-7000.22705078125,-93.52397
-6000.2763671875,-22.48932,-6000.353515625,-33.7927,-6000.3427734375,-48.3031,-6000.30908203125,-68.11089,-6000.166015625,-67.81994,-6000.21044921875,-73.87633,-6000.2763671875,-79.69268,-6000.24365234375,-85.20001,-6000.24365234375,-91.65812,-6000.38623046875,-93.8112
-6000.2763671875,-22.49656,-6000.33154296875,-33.80897,-6000.353515625,-48.31482,-6000.29833984375,-68.14573,-6000.166015625,-67.82348,-6000.2763671875,-73.93697,-6000.287109375,-79.68723,-6000.2216796875,-85.23858,-6000.24365234375,-91.67005,-6000.3974609375,-93.82161
-6000.287109375,-22.50375,-6000.3642578125,-33.81179,-6000.33154296875,-48.32499,-6000.30908203125,-68.18343,-6000.1552734375,-67.83813,-6000.24365234375,-73.98154,-6000.25439453125,-79.7082,-6000.24365234375,-85.24979,-6000.24365234375,-91.73207,-6000.38623046875,-93.91966
-6000.30908203125,-22.50834,-6000.37548828125,-33.81779,-6000.353515625,-48.34176,-6000.26513671875,-68.18117,-6000.14453125,-67.84059,-6000.2216796875,-73.99365,-6000.29833984375,-79.72998,-6000.24365234375,-85.27625,-6000.19970703125,-91.73904,-6000.44189453125,-93.99256
-5000.314453125,-22.52226,-5000.24853515625,-33.80906,-5000.27099609375,-48.3515,-5000.32568359375,-68.25043,-5000.193359375,-67.8988,-5000.314453125,-74.12519,-5000.34765625,-79.89513,-5000.314453125,-85.69477,-5000.3369140625,-92.1639,-5000.14990234375,-94.0195
-5000.314453125,-22.52908,-5000.27099609375,-33.8171,-5000.28173828125,-48.36531,-5000.380859375,-68.26598,-5000.193359375,-67.93014,-5000.28173828125,-74.1395,-5000.34765625,-79.91427,-5000.29248046875,-85.73129,-5000.3037109375,-92.21764,-5000.193359375,-94.19833
-5000.32568359375,-22.53321,-5000.24853515625,-33.82905,-5000.29248046875,-48.3819,-5000.3037109375,-68.28671,-5000.171875,-67.92541,-5000.3037109375,-74.18007,-5000.35888671875,-79.93511,-5000.28173828125,-85.77249,-5000.314453125,-92.23405,-5000.14990234375,-94.18356
-5000.314453125,-22.53809,-5000.25927734375,-33.8345,-5000.23779296875,-48.39899,-5000.34765625,-68.30908,-5000.1826171875,-67.92791,-5000.28173828125,-74.20078,-5000.3369140625,-79.9855,-5000.314453125,-85.78818,-5000.314453125,-92.2024,-5000.171875,-94.17475
-4500.30078125,-22.44594,-4500.2568359375,-33.80312,-4500.27880859375,-48.42133,-4500.1796875,-68.30166,-4500.33349609375,-68.03093,-4500.2900390625,-74.23301,-4500.36669921875,-80.18768,-4500.2900390625,-86.05187,-4500.27880859375,-92.53377,-4500.32275390625,-94.37278
-4500.33349609375,-22.45198,-4500.2568359375,-33.81703,-4500.2568359375,-48.4329,-4500.146484375,-68.32401,-4500.36669921875,-68.04364,-4500.30078125,-74.25423,-4500.388671875,-80.21406,-4500.31201171875,-86.09341,-4500.30078125,-92.54871,-4500.32275390625,-94.25211
-4500.33349609375,-22.45917,-4500.23486328125,-33.82375,-4500.267578125,-48.44803,-4500.15771484375,-68.34361,-4500.30078125,-68.05045,-4500.30078125,-74.2298,-4500.35595703125,-80.23512,-4500.33349609375,-86.08824,-4500.2900390625,-92.56724,-4500.33349609375,-94.24383
-4500.31201171875,-22.46155,-4500.2900390625,-33.8294,-4500.2568359375,-48.44218,-4500.212890625,-68.34235,-4500.31201171875,-68.07253,-4500.31201171875,-74.24693,-4500.34521484375,-80.2136,-4500.267578125,-86.09998,-4500.30078125,-92.55879,-4500.27880859375,-94.40512
-4000.16577148438,-22.49277,-4000.3310546875,-33.81702,-4000.3642578125,-48.44741,-4000.27587890625,-68.35787,-4000.29809570313,-68.06458,-4000.27587890625,-74.30698,-4000.27587890625,-80.38254,-4000.25415039063,-86.23661,-4000.25415039063,-92.77036,-4000.26489257813,-94.38589
-4000.15478515625,-22.49784,-4000.40795898438,-33.82433,-4000.3642578125,-48.44235,-4000.26489257813,-68.39593,-4000.30908203125,-68.08039,-4000.23193359375,-74.32337,-4000.30908203125,-80.37542,-4000.26489257813,-86.26498,-4000.25415039063,-92.74194,-4000.28686523438,-94.48614
-4000.13305664063,-22.50139,-4000.34204101563,-33.8293,-4000.35278320313,-48.46017,-4000.28686523438,-68.40672,-4000.32006835938,-68.10132,-4000.23193359375,-74.31776,-4000.3310546875,-80.37596,-4000.27587890625,-86.30566,-4000.23193359375,-92.8166,-4000.27587890625,-94.50681
-4000.16577148438,-22.50593,-4000.35278320313,-33.84101,-4000.34204101563,-48.45819,-4000.26489257813,-68.43274,-4000.28686523438,-68.09909,-4000.27587890625,-74.31827,-4000.28686523438,-80.39555,-4000.27587890625,-86.3278,-4000.25415039063,-92.83286,-4000.27587890625,-94.42461
-3500.21826171875,-22.52744,-3500.1630859375,-33.83054,-3500.14111328125,-48.43396,-3500.23999023438,-68.43162,-3500.21826171875,-68.17685,-3500.22900390625,-74.46342,-3500.2509765625,-80.48199,-3500.21826171875,-86.63903,-3500.36108398438,-93.11352,-3500.19580078125,-94.60439
-3500.26220703125,-22.53624,-3500.15209960938,-33.84232,-3500.09716796875,-48.44814,-3500.18505859375,-68.44104,-3500.21826171875,-68.18631,-3500.15209960938,-74.49243,-3500.23999023438,-80.49792,-3500.19580078125,-86.68221,-3500.37231445313,-93.09613,-3500.21826171875,-94.57631
-3500.19580078125,-22.53632,-3500.1298828125,-33.84569,-3500.14111328125,-48.45782,-3500.21826171875,-68.46205,-3500.23999023438,-68.21222,-3500.21826171875,-74.50899,-3500.23999023438,-80.53821,-3500.18505859375,-86.70428,-3500.36108398438,-93.2318,-3500.20727539063,-94.6047
-3500.19580078125,-22.54201,-3500.14111328125,-33.84991,-3500.14111328125,-48.46119,-3500.2509765625,-68.47472,-3500.22900390625,-68.2421,-3500.19580078125,-74.51657,-3500.21826171875,-80.51731,-3500.17407226563,-86.68079,-3500.29516601563,-93.23925,-3500.1630859375,-94.6375
-3000.1162109375,-22.57813,-3000.3251953125,-33.82832,-3000.34741210938,-48.47837,-3000.14916992188,-68.50281,-3000.3251953125,-68.25465,-3000.25927734375,-74.60725,-3000.33642578125,-80.64825,-3000.29223632813,-86.98066,-3000.30322265625,-93.28336,-3000.25927734375,-94.60506
-3000.1162109375,-22.57865,-3000.36938476563,-33.84274,-3000.36938476563,-48.49228,-3000.14916992188,-68.54519,-3000.25927734375,-68.26397,-3000.21533203125,-74.63515,-3000.36938476563,-80.66988,-3000.28149414063,-87.005,-3000.29223632813,-93.35149,-3000.3251953125,-94.65804
-3000.14916992188,-22.58912,-3000.38012695313,-33.86737,-3000.36938476563,-48.51246,-3000.13818359375,-68.55291,-3000.30322265625,-68.2923,-3000.22631835938,-74.63774,-3000.29223632813,-80.67455,-3000.28149414063,-87.04827,-3000.31420898438,-93.35867,-3000.25927734375,-94.6597
-3000.12719726563,-22.5943,-3000.3916015625,-33.87461,-3000.3251953125,-48.51255,-3000.12719726563,-68.57664,-3000.3251953125,-68.3036,-3000.22631835938,-74.63818,-3000.3251953125,-80.66642,-3000.24829101563,-87.09264,-3000.29223632813,-93.39802,-3000.28149414063,-94.67991
-2500.34448242188,-22.6033,-2500.12426757813,-33.83935,-2500.11328125,-48.49017,-2500.37744140625,-68.52236,-2500.36645507813,-68.31711,-2500.30029296875,-74.64001,-2500.08032226563,-80.77959,-2500.3115234375,-87.34064,-2500.33349609375,-93.65832,-2500.36645507813,-94.79605
-2500.34448242188,-22.60729,-2500.08032226563,-33.85242,-2500.11328125,-48.50439,-2500.33349609375,-68.54547,-2500.35546875,-68.34892,-2500.34448242188,-74.65604,-2500.16845703125,-80.79328,-2500.28955078125,-87.40494,-2500.3115234375,-93.70745,-2500.33349609375,-94.86029
-2500.35546875,-22.61308,-2500.11328125,-33.86077,-2500.12426757813,-48.51823,-2500.3115234375,-68.55583,-2500.34448242188,-68.3539,-2500.30029296875,-74.67252,-2500.11328125,-80.83711,-2500.32250976563,-87.37238,-2500.33349609375,-93.71109,-2500.3115234375,-94.941
-2500.33349609375,-22.61489,-2500.13549804688,-33.8619,-2500.11328125,-48.52751,-2500.35546875,-68.55152,-2500.35546875,-68.38618,-2500.32250976563,-74.70066,-2500.14624023438,-80.90833,-2500.27856445313,-87.3575,-2500.35546875,-93.72619,-2500.33349609375,-94.95461
-2000.35266113281,-22.57483,-2000.25354003906,-33.86752,-2000.2314453125,-48.52891,-2000.28649902344,-68.63329,-2000.33068847656,-68.41392,-2000.14343261719,-74.81343,-2000.39660644531,-81.01606,-2000.12158203125,-87.62904,-2000.15454101563,-94.05676,-2000.17639160156,-95.02157
-2000.30859375,-22.58033,-2000.25354003906,-33.87794,-2000.2314453125,-48.5331,-2000.34155273438,-68.63496,-2000.34155273438,-68.42413,-2000.17639160156,-74.84064,-2000.44079589844,-81.06573,-2000.15454101563,-87.61977,-2000.14343261719,-94.03244,-2000.16552734375,-95.05441
-2000.31958007813,-22.58676,-2000.24255371094,-33.86563,-2000.25354003906,-48.54646,-2000.29760742188,-68.66576,-2000.36364746094,-68.439,-2000.1875,-74.89565,-2000.40759277344,-81.02256,-2000.11047363281,-87.65365,-2000.14343261719,-94.04602,-2000.17639160156,-95.02601
-2000.35266113281,-22.59042,-2000.24255371094,-33.87777,-2000.20959472656,-48.57066,-2000.34155273438,-68.64779,-2000.35266113281,-68.45026,-2000.15454101563,-74.90899,-2000.39660644531,-81.06631,-2000.12158203125,-87.68435,-2000.17639160156,-94.11544,-2000.15454101563,-95.03683
-1500.3056640625,-22.50998,-1500.19580078125,-33.91011,-1500.37182617188,-48.56221,-1500.16259765625,-68.73778,-1500.18469238281,-68.50533,-1500.26171875,-74.96262,-1500.22875976563,-81.16046,-1500.17370605469,-88.06404,-1500.14074707031,-94.29675,-1500.11865234375,-95.18057
-1500.31677246094,-22.51403,-1500.22875976563,-33.92729,-1500.37182617188,-48.58128,-1500.12963867188,-68.73872,-1500.19580078125,-68.52283,-1500.25061035156,-74.99195,-1500.26171875,-81.22658,-1500.15161132813,-88.07778,-1500.15161132813,-94.33403,-1500.10766601563,-95.19776
-1500.29479980469,-22.51885,-1500.20666503906,-33.94989,-1500.36071777344,-48.57919,-1500.14074707031,-68.75533,-1500.19580078125,-68.53173,-1500.25061035156,-75.00049,-1500.25061035156,-81.27605,-1500.12963867188,-88.05957,-1500.14074707031,-94.32139,-1500.12963867188,-95.20025
-1500.29479980469,-22.52286,-1500.20666503906,-33.95287,-1500.3828125,-48.59422,-1500.12963867188,-68.7466,-1500.17370605469,-68.56367,-1500.27270507813,-75.00461,-1500.28381347656,-81.29727,-1500.15161132813,-88.05386,-1500.12963867188,-94.32561,-1500.18469238281,-95.26484
-1000.23687744141,-22.59938,-1000.34686279297,-33.94326,-1000.23687744141,-48.57724,-1000.29180908203,-68.7478,-1000.25885009766,-68.55799,-1000.12677001953,-75.08655,-1000.12677001953,-81.39445,-1000.31390380859,-88.58002,-1000.30285644531,-94.5907,-1000.33587646484,-95.18841
-1000.19287109375,-22.60571,-1000.39093017578,-33.95238,-1000.25885009766,-48.58979,-1000.32489013672,-68.75839,-1000.29180908203,-68.58121,-1000.11572265625,-75.09653,-1000.09375,-81.44302,-1000.32489013672,-88.56635,-1000.31390380859,-94.62528,-1000.32489013672,-95.2129
-1000.21484375,-22.61049,-1000.3798828125,-33.9674,-1000.23687744141,-48.60087,-1000.28088378906,-68.78733,-1000.32489013672,-68.5867,-1000.14880371094,-75.12559,-1000.13781738281,-81.47283,-1000.31390380859,-88.57991,-1000.28088378906,-94.63747,-1000.30285644531,-95.23154
-1000.19287109375,-22.61265,-1000.3798828125,-33.97916,-1000.20379638672,-48.61038,-1000.26983642578,-68.82766,-1000.32489013672,-68.6255,-1000.11572265625,-75.14487,-1000.09375,-81.46783,-1000.34686279297,-88.59145,-1000.30285644531,-94.64468,-1000.32489013672,-95.24976
-500.366088867188,-22.68266,-500.024871826172,-33.94154,-500.156951904297,-48.60764,-500.300048828125,-68.83461,-500.377075195313,-68.69639,-500.289001464844,-75.21513,-500.178955078125,-81.65501,-500.366088867188,-89.11173,-500.366088867188,-94.93127,-500.079895019531,-95.40736
-500.366088867188,-22.6892,-499.980865478516,-33.95697,-500.200958251953,-48.62196,-500.300048828125,-68.85175,-500.388092041016,-68.70119,-500.266998291016,-75.25475,-500.112915039063,-81.72946,-500.377075195313,-89.09502,-500.322052001953,-94.97145,-500.079895019531,-95.43326
-500.410095214844,-22.69269,-499.991821289063,-33.95885,-500.18994140625,-48.6253,-500.322052001953,-68.8754,-500.377075195313,-68.73712,-500.322052001953,-75.2626,-500.178955078125,-81.73426,-500.355041503906,-89.128,-500.322052001953,-94.99833,-500.057861328125,-95.41496
-500.410095214844,-22.69929,-500.002868652344,-33.96167,-500.212005615234,-48.63838,-500.344055175781,-68.8804,-500.399078369141,-68.74627,-500.344055175781,-75.27025,-500.134918212891,-81.77291,-500.355041503906,-89.17813,-500.344055175781,-95.03379,-500.068908691406,-95.42626
-0.35219994187355,-22.65481,-0.242137461900711,-33.98048,-0.0880499854683876,-48.63377,-0.16509373486042,-68.91692,-0.176099970936775,-68.73676,-0.264149963855743,-75.39919,-0.264149963855743,-82.27014,-0.154087483882904,-89.79259,-0.176099970936775,-95.20654,-0.16509373486042,-95.43279
-0.308174967765808,-22.66246,-0.242137461900711,-33.9956,-0.0990562289953232,-48.6534,-0.132074981927872,-68.92379,-0.16509373486042,-68.78013,-0.242137461900711,-75.4229,-0.286162465810776,-82.3333,-0.187106236815453,-89.81106,-0.209118723869324,-95.23287,-0.198112457990646,-95.52042
-0.308174967765808,-22.66398,-0.187106236815453,-34.00073,-0.11006248742342,-48.66708,-0.132074981927872,-68.95692,-0.132074981927872,-68.78866,-0.253143697977066,-75.42268,-0.275156229734421,-82.35611,-0.198112457990646,-89.83036,-0.154087483882904,-95.27255,-0.198112457990646,-95.52514
-0.286162465810776,-22.66948,-0.231131210923195,-34.00832,-0.0880499854683876,-48.67924,-0.11006248742342,-68.96759,-0.154087483882904,-68.81169,-0.242137461900711,-75.45981,-0.264149963855743,-82.36285,-0.16509373486042,-89.82925,-0.16509373486042,-95.24622,-0.209118723869324,-95.53294
499.826782226563,-22.66405,499.903778076172,-34.03176,499.7607421875,-48.73129,499.903778076172,-69.11478,499.991821289063,-68.82823,499.892791748047,-75.98067,499.716705322266,-82.99451,499.958831787109,-90.04847,499.991821289063,-95.24011,499.958831787109,-95.51926
499.826782226563,-22.67506,499.881774902344,-34.05285,499.7607421875,-48.73895,500.013854980469,-69.11507,499.991821289063,-68.83906,499.881774902344,-75.99761,499.738708496094,-83.01965,499.936828613281,-90.11769,500.013854980469,-95.25751,499.958831787109,-95.52149
499.859771728516,-22.67719,499.892791748047,-34.05846,499.749694824219,-48.73875,499.969818115234,-69.1479,499.958831787109,-68.88271,499.914825439453,-76.01527,499.716705322266,-83.04738,499.947814941406,-90.13467,499.991821289063,-95.3284,499.958831787109,-95.5115
499.859771728516,-22.68439,499.892791748047,-34.0638,499.793731689453,-48.74878,499.980865478516,-69.09845,499.969818115234,-68.90535,499.892791748047,-75.99544,499.727691650391,-83.10841,499.925811767578,-90.11107,499.958831787109,-95.33178,499.991821289063,-95.51913
1000.25885009766,-22.62526,1000.18182373047,-34.04926,1000.08276367188,-48.75593,999.730529785156,-69.24986,999.719543457031,-69.08241,1000.14880371094,-76.35397,1000.11572265625,-82.93791,999.741577148438,-89.76995,999.70849609375,-95.04059,999.697570800781,-95.46644
1000.28088378906,-22.6365,1000.15979003906,-34.05636,1000.04974365234,-48.77809,999.730529785156,-69.27892,999.697570800781,-69.10568,1000.14880371094,-76.40412,1000.15979003906,-82.95945,999.6865234375,-89.82901,999.6865234375,-95.0887,999.675537109375,-95.54215
1000.23687744141,-22.6421,1000.20379638672,-34.07181,1000.08276367188,-48.78915,999.741577148438,-69.29308,999.70849609375,-69.14077,1000.21484375,-76.42841,1000.13781738281,-82.98723,999.697570800781,-89.79771,999.6865234375,-95.10285,999.697570800781,-95.58132
1000.25885009766,-22.64522,1000.19287109375,-34.07977,1000.07171630859,-48.79339,999.719543457031,-69.35088,999.675537109375,-69.13256,1000.15979003906,-76.43172,1000.12677001953,-83.00735,999.6865234375,-89.7816,999.719543457031,-95.15511,999.697570800781,-95.58567
1500.23974609375,-22.64062,1499.76647949219,-34.03594,1500.19580078125,-48.73915,1499.88745117188,-69.70435,1499.83239746094,-69.56041,1499.79943847656,-76.52076,1499.74438476563,-82.88742,1499.78857421875,-89.3783,1499.84338378906,-94.77789,1499.81042480469,-95.52193
1500.22875976563,-22.64931,1499.76647949219,-34.05068,1500.23974609375,-48.75537,1499.87658691406,-69.72755,1499.83239746094,-69.57277,1499.77734375,-76.56612,1499.73352050781,-82.91268,1499.84338378906,-89.44018,1499.84338378906,-94.81967,1499.83239746094,-95.53188
1500.25061035156,-22.65716,1499.75537109375,-34.05555,1500.21765136719,-48.7715,1499.84338378906,-69.74997,1499.86547851563,-69.58028,1499.75537109375,-76.55762,1499.74438476563,-82.91009,1499.81042480469,-89.4857,1499.84338378906,-94.8469,1499.83239746094,-95.56311
1500.22875976563,-22.6621,1499.78857421875,-34.06266,1500.21765136719,-48.77509,1499.88745117188,-69.76194,1499.88745117188,-69.61066,1499.82153320313,-76.56221,1499.73352050781,-82.94411,1499.79943847656,-89.53542,1499.84338378906,-94.88752,1499.81042480469,-95.55164
1999.68127441406,-22.68134,1999.75830078125,-34.07698,1999.62622070313,-48.75631,1999.82421875,-69.88824,1999.80236816406,-69.77451,1999.75830078125,-76.49343,1999.68127441406,-82.62053,1999.7802734375,-89.09225,1999.80236816406,-94.62263,1999.79125976563,-95.38329
1999.68127441406,-22.68773,1999.76940917969,-34.08221,1999.62622070313,-48.77196,1999.82421875,-69.86351,1999.7802734375,-69.7849,1999.73620605469,-76.5154,1999.69226074219,-82.6172,1999.79125976563,-89.09178,1999.81335449219,-94.61456,1999.7802734375,-95.3989
1999.63720703125,-22.69559,1999.73620605469,-34.09143,1999.59313964844,-48.79328,1999.84631347656,-69.89447,1999.79125976563,-69.80456,1999.72521972656,-76.53826,1999.64819335938,-82.58362,1999.7802734375,-89.1519,1999.79125976563,-94.57125,1999.80236816406,-95.41241
1999.67016601563,-22.69968,1999.76940917969,-34.1001,1999.60424804688,-48.79572,1999.857421875,-69.9118,1999.75830078125,-69.8274,1999.75830078125,-76.57978,1999.70324707031,-82.60291,1999.79125976563,-89.16337,1999.7802734375,-94.57717,1999.76940917969,-95.46956
2500.09130859375,-22.64945,2500.12426757813,-34.08888,2500.025390625,-48.80236,2500.25634765625,-69.93325,2500.234375,-69.86371,2500.13549804688,-76.43504,2499.92626953125,-82.31248,2500.20141601563,-88.78973,2500.17944335938,-94.2884,2500.17944335938,-95.31036
2500.11328125,-22.65534,2500.14624023438,-34.09682,2500.04736328125,-48.82238,2500.24536132813,-69.94488,2500.21240234375,-69.88537,2500.1572265625,-76.43511,2499.92626953125,-82.2853,2500.17944335938,-88.8178,2500.20141601563,-94.34524,2500.21240234375,-95.33194
2500.09130859375,-22.65926,2500.16845703125,-34.10469,2500.0361328125,-48.86113,2500.30029296875,-69.96896,2500.20141601563,-69.89625,2500.16845703125,-76.45007,2499.97021484375,-82.29592,2500.21240234375,-88.84689,2500.24536132813,-94.32616,2500.22338867188,-95.36459
2500.11328125,-22.66508,2500.1572265625,-34.11631,2500.0361328125,-48.88588,2500.30029296875,-70.00822,2500.17944335938,-69.91767,2500.09130859375,-76.49802,2499.9482421875,-82.29704,2500.234375,-88.90447,2500.234375,-94.3632,2500.20141601563,-95.40139
2999.96215820313,-22.71267,3000.2041015625,-34.10425,3000.05029296875,-48.85068,2999.97290039063,-69.93311,2999.951171875,-69.88425,2999.87426757813,-76.22679,3000.0830078125,-82.18463,3000.2041015625,-88.54279,3000.2373046875,-94.02345,3000.22631835938,-95.15141
2999.94018554688,-22.71876,3000.2041015625,-34.11716,3000.0390625,-48.86172,2999.984375,-69.93439,2999.91796875,-69.92114,2999.85205078125,-76.26916,3000.09399414063,-82.16898,3000.2041015625,-88.58232,3000.24829101563,-93.9936,3000.17138671875,-95.20439
2999.951171875,-22.72333,3000.21533203125,-34.12484,3000.0390625,-48.8721,3000.00610351563,-69.95809,2999.96215820313,-69.92414,2999.91796875,-76.27958,3000.072265625,-82.19258,3000.27001953125,-88.59062,3000.29223632813,-94.04169,3000.2041015625,-95.20391
2999.92919921875,-22.73091,3000.2041015625,-34.13779,3000.09399414063,-48.88489,2999.984375,-69.98814,2999.91796875,-69.92334,2999.87426757813,-76.30647,3000.072265625,-82.22795,3000.25927734375,-88.60036,3000.24829101563,-94.10466,3000.22631835938,-95.2018
3500.0419921875,-22.74503,3499.77783203125,-34.12492,3500.0087890625,-48.92161,3499.88793945313,-69.97027,3500.20727539063,-69.83169,3500.11889648438,-76.11891,3500.29516601563,-82.03285,3499.88793945313,-88.16531,3499.91015625,-93.72932,3499.85498046875,-94.99163
3500.05297851563,-22.75124,3499.82177734375,-34.13512,3500.0087890625,-48.92075,3499.89868164063,-69.98806,3500.1298828125,-69.8596,3500.11889648438,-76.14255,3500.30590820313,-82.06591,3499.86596679688,-88.17911,3499.89868164063,-93.76093,3499.82177734375,-95.02859
3500.03100585938,-22.75918,3499.84375,-34.14785,3500.03100585938,-48.93865,3499.94287109375,-70.01028,3500.2509765625,-69.87183,3500.11889648438,-76.1513,3500.2841796875,-82.05628,3499.88793945313,-88.22565,3499.85498046875,-93.82462,3499.84375,-95.03909
3500.05297851563,-22.75976,3499.83276367188,-34.15607,3500.03100585938,-48.94445,3499.94287109375,-70.01361,3500.2509765625,-69.88165,3500.08618164063,-76.17262,3500.27319335938,-82.07401,3499.93188476563,-88.23859,3499.88793945313,-93.81294,3499.85498046875,-95.06886
4000.23193359375,-22.80229,3999.98974609375,-34.14841,4000.14404296875,-48.98483,4000.09985351563,-69.90876,3999.89086914063,-69.74142,3999.97875976563,-76.03349,3999.89086914063,-81.79646,4000.04467773438,-87.80894,4000.0556640625,-93.55811,3999.97875976563,-94.8499
4000.2099609375,-22.80847,4000.02294921875,-34.1582,4000.2099609375,-48.99259,4000.0888671875,-69.9233,3999.90185546875,-69.76009,3999.9345703125,-76.04841,3999.8359375,-81.82858,4000.0556640625,-87.8597,4000.07788085938,-93.56197,4000.01196289063,-94.85691
4000.19897460938,-22.81557,4000.01196289063,-34.1637,4000.15478515625,-48.99609,4000.13305664063,-69.92745,3999.90185546875,-69.80118,3999.97875976563,-76.08831,3999.85766601563,-81.84429,4000.06689453125,-87.8474,4000.02294921875,-93.58663,4000.00073242188,-94.90016
4000.2431640625,-22.8219,4000.00073242188,-34.1722,4000.15478515625,-49.00209,4000.0888671875,-69.9616,3999.90185546875,-69.84792,3999.98974609375,-76.08967,3999.8359375,-81.86703,4000.02294921875,-87.84766,4000.02294921875,-93.6163,4000.02294921875,-94.93071
